react_name,canonical_smiles,raw_energy,relative_energy,normalize_energy
C27809,CC(C)[C@@H]1C[C@@H]2[CH+]C[C@H]1C2,-390.8233827513694,-15.522409497444436,0.3726004014790061
C23971,CC1=CC[C@@H](C)[C+](C)[C@H]1C,-390.8233757945493,-15.518044026723231,0.372657358585449
C27839,CC(C)=C[C+](C)[C@@H]1C[C@H]1C,-390.8233566166009,-15.506009681918965,0.3728143729148906
C7502,[CH2+]/C=C1/CC(C)(C)C[C@H]1C,-390.8233526611663,-15.503527609144022,0.3728467569788942
C5977,[CH2+]/C=C1/CC(C)(C)C[C@@H]1C,-390.8233522800789,-15.503288473160216,0.3728498770304427
C11104,CC[C@@H]1CC(C)=CC[C+]1C,-390.8233500220229,-15.501871521577629,0.3728683642606335
C5469,CC[C+](C)[C@@H]1C=C(C)CC1,-390.8233315187283,-15.490260528436178,0.3730198550423842
C77321,C/C=C1\[CH+]C[C@@H](CC)[C@H]1C,-390.8233246051825,-15.48592221276586,0.3730764578518399
C51708,C/C=C1\[CH+]C[C@@H](C)[C@H]1CC,-390.8233221028528,-15.484351977093668,0.3730969450079872
C47871,C/C=C1\[CH+]C[C@H](C)[C@@H]1CC,-390.8233220600204,-15.48432509937536,0.3730972956865647
C36523,C[C@@H]1[C@H]2CC[CH+][C@H]2C[C@H]1C,-390.82330904570256,-15.476158491283416,0.3732038469375239
C35300,C[C@H]1C[C@H]2[CH+]CC[C@H]2[C@@H]1C,-390.8233080410231,-15.47552804537693,0.373212072482235
C8000,CC[C@H]1C=C(C)CC[C+]1C,-390.82330739039776,-15.475119771796084,0.3732173993033928
C54501,[CH2+]/C=C1\C[C@H](C)[C@@H](CC)C1,-390.8233034745084,-15.4726625140271,0.3732494596014097
C25575,CC1=CC[C@@H](C)C[C@@H](C)[CH+]1,-390.8232941241531,-15.466795077248657,0.3733260131376672
C8497,CC1=CC[C@H](C)C[C@H](C)[CH+]1,-390.8232941169912,-15.466790583069718,0.3733260717740536
C32854,CCC1=CC[C@@H](C)[C+](C)C1,-390.8232919591701,-15.465436529838792,0.3733437383577804
C81215,CC[C@@H]1[C@H]2[CH+]CC[C@H](C)[C@H]21,-390.8232889091519,-15.463522614464994,0.3733687095667588
C82988,CC[C@H]1[C@@H]2[CH+]CC[C@@H](C)[C@@H]21,-390.82328833641327,-15.463163215517024,0.3733733987115137
C51947,CC[C@H]1[C@@H](C)[CH+]C=C[C@@H]1C,-390.82327733487887,-15.456259648164265,0.3734634708356117
C54409,CC[C@@H]1[C@@H](C)[CH+]C=C[C@@H]1C,-390.8232773190572,-15.45624971990755,0.3734636003714191
C51683,CC[C@@H]1[C@H](C)C=C[CH+][C@H]1C,-390.8232771846583,-15.456165383337169,0.3734647007263001
C14688,[CH2+]/C=C1\C[C@@H](C)CC1(C)C,-390.823239413421,-15.432463573094298,0.3737739426420309
C82005,CC[C@@H]1C[C@H]2CC[C@@H]1[C+]2C,-390.8232377146094,-15.431397552666658,0.3737878512083334
C3515,[CH2+]/C=C1\C[C@H](C)CC1(C)C,-390.8232368247651,-15.43083916693187,0.3737951365706147
C34822,C[C@H]1C[C@H]2[CH+]C[C@H](C)[C@H]2C1,-390.82323038890456,-15.426800603301476,0.3738478284595914
C6499,C[C+]1C[C@H](C)[C@H]2CC[C@@]12C,-390.8232185465527,-15.419369415011426,0.3739447845519499
C91841,CC[C@@H](C)[C@@H]1[CH+]C=CCC1,-390.8232153716491,-15.41737713283386,0.3739707782271567
C105630,CCC[C@@H]1C[C@@H]2[CH+]C[C@H]1C2,-390.8232152311909,-15.417288993971368,0.3739719281912484
C18536,C[C+]1C[C@@H](C)[C@@H]2CC[C@]12C,-390.8232150257172,-15.41716005729251,0.3739736104520196
C68788,CC[C+]1CC=C(C)C[C@@H]1C,-390.8232132505344,-15.416046113224144,0.3739881442869541
C24856,CC[C+]1CC=C(C)[C@@H](C)C1,-390.8232129469118,-15.415855587132064,0.3739906301162265
C89330,C[CH+]C1=C[C@H](C)CCCC1,-390.8232104567559,-15.414292990643782,0.374011017602524
C98746,C[CH+][C@H]1C[C@@H]2CC[C@H](C1)C2,-390.8232016845649,-15.408788357458649,0.3740828375729871
C77578,C/C=C1\[CH+]C[C@H](CC)[C@H]1C,-390.8231991921372,-15.407224335427392,0.3741032436586081
C75851,C/C=C1\[CH+]C[C@@H](CC)[C@@H]1C,-390.8231984858131,-15.406781110343667,0.3741090264985089
C20612,CC(C)[C@]1(C)[CH+]C=CCC1,-390.8231856008592,-15.398695679335196,0.3742145186169988
C45970,CC(C)[C@@]1(C)C=C[CH+]CC1,-390.823185552308,-15.398665213022465,0.3742149161166336
C45991,CC(C)[C@]1(C)C=C[CH+]CC1,-390.82318376924286,-15.397546322696304,0.3742295144863112
C57,CC1=CCC(C)(C)CC[CH+]1,-390.82317895584094,-15.394525867267152,0.3742689229286926
C12780,C[C@H]1C[CH+][C@@H]2[C@H]1CC[C@H]2C,-390.8231786191645,-15.39431459958726,0.3742716793773095
C12893,C[C@H]1CC[C@@H]2[C@H](C)C[CH+][C@H]12,-390.823178600898,-15.394303137208748,0.3742718289290886
C57676,CC[C@]1(C)C[CH+]C=C[C@H]1C,-390.8231762942728,-15.392855707970435,0.3742907138069082
C57669,CC[C@@]1(C)C[CH+]C=C[C@@H]1C,-390.8231762612868,-15.39283500893668,0.374290983871042
C62727,C[CH+]CC1=CCCC[C@H]1C,-390.8231733490128,-15.3910075293358,0.3743148273364543
C17722,C=C[C+]1CCC(C)(C)[C@@H]1C,-390.8231647170428,-15.385590886163143,0.3743854992848995
C17755,C=C[C+]1CCC(C)(C)[C@H]1C,-390.8231646799589,-15.38556761565889,0.374385802899486
C89656,CC(C)C1=CCCCC[CH+]1,-390.82315907806367,-15.38205237318718,0.3744316669202115
C39048,CC[C@@H]1C[CH+]C=CC1(C)C,-390.8231561988797,-15.380245657895768,0.3744552394698256
C20236,C=C1C[C+](C)C[C@@H](C)[C@@H]1C,-390.8231560669528,-15.38016287249734,0.3744563195862784
C64149,CCC[C@@H]1[CH+]C=C[C@H](C)C1,-390.8231548974872,-15.37942902173796,0.3744658942732903
C19981,C=C1C[C+](C)C[C@H](C)[C@H]1C,-390.823154411509,-15.379124065797384,0.3744698730900268
C105790,CCC=C1C[CH+]CCCC1,-390.82314786015183,-15.375013026941668,0.3745235105767149
C2392,CC[C+]1CC(C)=CC[C@H]1C,-390.8231455175678,-15.373543033211163,0.3745426898576506
C35145,[CH2+]C=C1CCC(C)(C)CC1,-390.8231433069884,-15.372155873639684,0.374560788385945
C3402,C[C@@H]1C[CH+]C=CC(C)(C)C1,-390.82313797929294,-15.36881269411545,0.3746044074694712
C3443,C[C@H]1C[CH+]C=CC(C)(C)C1,-390.8231379601908,-15.368800707355422,0.3746045638629532
C36535,C[C+]1CCC[C@@H]2[C@@H](C)C[C@H]12,-390.8231300231244,-15.363820122778575,0.3746695464739951
C778,C[C@@H]1C[C@@H]2C[C+]1CC[C@H]2C,-390.8231280608295,-15.362588764085414,0.3746856122393237
C606,C[C@H]1C[C@H]2C[C+]1CC[C@@H]2C,-390.82312705773313,-15.361959311582453,0.3746938248229147
C36573,[CH2+]C(C)=C(C)C1CCCC1,-390.8231264627834,-15.361585974986882,0.3746986958147438
C3130,C[C@H]1C[C@@H](C)[C+]2CC[C@H]1C2,-390.8231260880823,-15.36135084646779,0.3747017635801567
C3173,C[C@H]1C[C@@H](C)[C@@H]2CC[C+]1C2,-390.8231260437592,-15.361323033309365,0.374702126463595
C32059,C[C@@H]1[C@H]2C[CH+][C@@H]1C[C@@H](C)C2,-390.8231184889396,-15.356582312237268,0.3747639795309876
C57308,C[C@H]1C[C@@H]2[CH+]C[C@H](C1)[C@@H]2C,-390.8231183656076,-15.356504920253062,0.3747649892785644
C100064,CC1=C([C+](C)C)CC1(C)C,-390.8231154082314,-15.354649138568009,0.37478920200652
C96997,CCC1(CC)[CH+]C=CCC1,-390.8231101563988,-15.351353563725285,0.3748321999829342
C91201,CC[C@@]12C[CH+][C@@H](CCC1)C2,-390.823097483537,-15.343401222571458,0.374935955653398
C98784,CC[C@H]1[CH+][C@@H]2CCC[C@@H]2C1,-390.82309286394593,-15.340502385272956,0.3749737773214645
C95986,CC/C=C\[C@H]1CCC[C+]1C,-390.8230911970937,-15.339456419647082,0.3749874242290474
C84082,CC=C1CC[C+](CC)CC1,-390.8230890554365,-15.338112509440649,0.3750049584748519
C96819,CC[C@H]1C[CH+][C@@H]2CCC[C@H]12,-390.8230850107666,-15.335574440631529,0.3750380731295025
C100987,CC[C@H]1CC[C@H]2C[CH+][C@@H]1C2,-390.8230845865585,-15.335308246012264,0.3750415462200882
C21997,CC1=C[C@@H](C)C[C@@H](C)[CH+]C1,-390.8230827304791,-15.33414353856022,0.3750567423743079
C9400,CC1=C[C@H](C)C[C@H](C)[CH+]C1,-390.8230797225104,-15.332256009624771,0.3750813693145295
C101550,CC[C@@H]1CC[C@@H]2C[CH+][C@H]1C2,-390.8230791612458,-15.331903810765652,0.3750859645183893
C54369,C[C+]1CC[C@@H](C)[C@@H]2CC[C@H]12,-390.8230740146946,-15.328674301002462,0.3751281005314535
C98157,C[C@@H]1[CH+][C@@H]2CCCC[C@H]1C2,-390.8230716035548,-15.327161287870018,0.3751478410945079
C93265,C[C@@H]1C[C@@H]2CCC[CH+][C@@H]2C1,-390.8230532177107,-15.315623996031425,0.3752983702816861
C93278,C[C@@H]1C[C@@H]2[CH+]CCC[C@@H]2C1,-390.8230498591706,-15.313516480222416,0.3753258674314622
C3829,C[C@@H]1C[C@H]2[CH+]C(C)(C)[C@@H]1C2,-390.8230458382677,-15.310993325449926,0.3753587874999099
C3795,C[C@H]1C[C@@H]2[CH+]C(C)(C)[C@H]1C2,-390.8230451329063,-15.310550704469684,0.3753645624579604
C13143,C[C@H]1C[C@H]2CC[C+](C2)[C@@H]1C,-390.8230394196311,-15.30696556997851,0.3754113383728311
C13098,C[C@@H]1C[C@@H]2CC[C+](C2)[C@H]1C,-390.82303819165,-15.306195000207047,0.3754213921396063
C81432,[CH2+]/C=C1/CCCCC[C@@H]1C,-390.8230370881895,-15.30550256823933,0.3754304264279588
C101534,CC[C@H]1C[C+]2CCCC[C@@H]21,-390.82303605648,-15.304855160743523,0.3754388732736727
C55904,CC1=C[C@H](C)[C+](C)C[C@@H]1C,-390.8230347606294,-15.304042002175771,0.3754494827043748
C13478,C[C@H]1CC[C@@H]2C[CH+][C@H]1[C@H]2C,-390.8230341813916,-15.303678524958563,0.375454225059065
C14196,C[C@@H]1CC[C@H]2C[CH+][C@@H]1[C@@H]2C,-390.82303411950807,-15.303639692440358,0.3754547317141348
C37325,C[C@H]1[CH+][C@H]2CCC[C@@H]1[C@@H]2C,-390.82303168723024,-15.302113414998855,0.3754746453390905
C37260,C[C@H]1[C@@H]2[CH+][C@@H](C)[C@H]1CCC2,-390.8230315822085,-15.3020475128589,0.3754755051765376
C54157,C[C+]1[C@@H]2CC[C@@H]2CC[C@H]1C,-390.8230263205811,-15.29874579168412,0.3755185833452865
C52300,C[C+]1[C@@H](C)CC[C@@H]2CC[C@H]12,-390.8230256176041,-15.298304666944365,0.3755243387816097
C107359,CCC[C+]1C2CCC1CC2,-390.8230202701327,-15.294949077830468,0.3755681197753547
C110158,[CH+]1C[C@H]2CCCC[C@@H]1CC2,-390.8230060001065,-15.285994500816484,0.3756849518030347
C28570,CC1=CCC[C@H](C)[C@@H](C)[CH+]1,-390.82300585587416,-15.285903993658597,0.3756861326667158
C48992,CC1=C[C@H](C)[C@@H](C)CC[CH+]1,-390.8230054288309,-15.285636019973117,0.3756896289691085
C62358,C/C=C1/C[CH+]CCC[C@@H]1C,-390.8230051649981,-15.285470462374084,0.3756917890298197
C17490,CC1=CCC[C@@H](C)[C@H](C)[CH+]1,-390.8230049304199,-15.285323262337087,0.375693709576013
C63840,C/C=C1/C[CH+]CCC[C@H]1C,-390.8230044396771,-15.285015316555103,0.375697727401765
C97284,C[C@@H]1C[CH+]C[C@H]2CCC[C@H]21,-390.823002383961,-15.283725335176108,0.3757145580281522
C97797,C[C@H]1C[CH+]C[C@@H]2CCC[C@H]12,-390.8230013534704,-15.28307869251184,0.3757229948949671
C308,CC1=CC[C@H](C)[C@@H](C)C[CH+]1,-390.8229959722187,-15.279701905950276,0.3757670524557446
C268,CC1=CC[C@@H](C)[C@H](C)C[CH+]1,-390.82299596602456,-15.279698019085108,0.3757671031683955
C20616,CC(C)[C@@]1(C)[CH+]C=CCC1,-390.82297779197154,-15.268293628158304,0.37591589837272
C30152,C[C@@H]1[CH+][C@H]2CCC[C@@]2(C)C1,-390.8229757448764,-15.267009056494624,0.3759326584175478
C47532,[CH2+]/C=C1\CC[C@@H](C)[C@@H]1CC,-390.8229736705947,-15.265707425042706,0.3759496410445979
C98180,C[C@@H]1CC[C@H]2[CH+]C[C@@H](C1)C2,-390.822971051776,-15.26406409142208,0.3759710819232405
C39890,CCC[C@@H]1[CH+]C=CC1(C)C,-390.8229688756787,-15.262698569713107,0.3759888981383281
C82815,C[C@H]1CC[C@@H]2[CH+]C[C@H](C1)C2,-390.8229687657636,-15.26262959693968,0.3759897980388998
C19,CC1=CC[C@H]([C+](C)C)CC1,-390.8229466681087,-15.24876310856742,0.376170716685398
C18,CC1=CC[C@@H]([C+](C)C)CC1,-390.8229462274087,-15.248486565109005,0.3761743247992082
C39260,[CH2+]/C=C1/C[C@H](C)CC1(C)C,-390.82293379354337,-15.24068419649758,0.3762761237500862
C15565,[CH2+]/C=C1/C[C@@H](C)CC1(C)C,-390.8229335592508,-15.240537175701256,0.3762780419576932
C15141,C[C+]1[C@H](C)[C@H]2CC[C@@H](C)[C@@H]12,-390.8229306636697,-15.238720171032222,0.3763017487547263
C96678,CCC1(CC)C=C[CH+]CC1,-390.8229270275679,-15.236438482621956,0.3763315183667458
C3802,C[C+]1[C@H]2[C@@H](C)CC[C@H]2[C@@H]1C,-390.8229267426194,-15.236259674732088,0.3763338513064598
C35169,C[C@H]1C[C@@H]2CC[CH+][C@@H]2[C@H]1C,-390.8229143400872,-15.228476967948405,0.3764353937258234
C100998,CC[C@H]1C[C@@H]2[CH+]C[C@@H](C2)C1,-390.822902975364,-15.221345496171171,0.3765284393612316
C32857,CCC1=CC[C@H](C)[C+](C)C1,-390.8229004116282,-15.219736727606971,0.37654942926317
C110037,[CH+]1CCC[C@@H]2CCC[C@H]1C2,-390.8228950874338,-15.216395745020488,0.3765930196828418
C4823,C[C+]1[C@@H](C)C[C@@H]2CC[C@]12C,-390.822886195241,-15.210815809565524,0.3766658221359905
C4670,C[C+]1[C@H](C)C[C@H]2CC[C@@]12C,-390.8228850597178,-15.21010325798404,0.3766751189286767
C46494,CC1=C[C@H](C)[C@H](C)[C+](C)C1,-390.82287713516166,-15.205130523720564,0.3767399991152236
C108797,CCCC1=CCCCC[CH+]1,-390.8228695727476,-15.200385037058137,0.3768019143601575
C33344,CC1=CC[C+](C)[C@@H](C)[C@H]1C,-390.8228662500218,-15.198299995033056,0.376829118290305
C101600,CC[C+]1CCC[C@@H]2CC[C@H]12,-390.82286453509937,-15.197223864932177,0.3768431587593899
C54918,CC[C+]1C[C@@H](C)C=C[C@@H]1C,-390.82286354589087,-15.196603127199827,0.3768512576397518
C100801,CCC[C@H]1[CH+]C=C[C@H]1CC,-390.8228611873467,-15.195123118321012,0.3768705675901856
C97137,CC[C@]12CC[CH+][C@H]1CCC2,-390.8228514033226,-15.188983550258246,0.3769506716737993
C13538,C[C@H]1CC[C@@H]2[CH+][C@@H](C)C[C@H]12,-390.822849084354,-15.187528375433056,0.376969657609728
C14311,C[C@H]1[CH+][C@@H]2CC[C@@H](C)[C@@H]2C1,-390.8228482965046,-15.187033992457826,0.3769761079161307
C97298,CC[C+]1CCC[C@H]2CC[C@@H]12,-390.8228372631037,-15.180110428552062,0.3770664409389658
C63609,CCC1=C[C@H](C)CC[CH+]C1,-390.822832463561,-15.177098669915956,0.3771057359126747
C43975,CCC1=C[C@@H](C)CC[CH+]C1,-390.8228313088907,-15.176374103359649,0.3771151894669666
C33215,CC1=CC[C@H](C)[C@H]1[C+](C)C,-390.82282817593193,-15.17440814195236,0.3771408397302002
C32396,CC1=CC[C@@H](C)[C@@H]1[C+](C)C,-390.8228279057263,-15.174238585342351,0.3771430519667496
C79444,CCC1=CCCC[C@@H](C)[CH+]1,-390.8228274431352,-15.173948305057229,0.3771468393074864
C89519,CCC1=C[C@H](C)CCC[CH+]1,-390.8228273342895,-15.173880003339471,0.3771477304526703
C51685,CC[C@@H]1[C@@H](C)C=C[CH+][C@H]1C,-390.8228191493063,-15.168743848632152,0.3772147428160681
C54408,CC[C@H]1[C@H](C)C=C[CH+][C@@H]1C,-390.8228187869328,-15.16851645581941,0.377217709652285
C91437,CC[C@]12C[CH+][C@H](CCC1)C2,-390.8228159406925,-15.166730412987762,0.3772410124844813
C13105,C[C@@H]1[C@H]2CC[C+](C2)C[C@H]1C,-390.82280676325206,-15.160971481912853,0.3773161503266932
C13150,C[C@H]1C[C+]2CC[C@H](C2)[C@@H]1C,-390.8228067563457,-15.160967148105271,0.3773162068706848
C22111,[CH2+]/C=C1\CCC[C@H]1C(C)C,-390.82279679322494,-15.154715195178474,0.3773977772604706
C22231,[CH2+]/C=C1\CCC[C@@H]1C(C)C,-390.8227965045155,-15.154534027268598,0.3774001409918036
C68020,C[C+]1[C@@H]2[C@H](C)[C@@H]2[C@H](C)[C@@H]1C,-390.8227885157864,-15.149521023850642,0.3774655465774803
C72962,C[C+]1[C@H](C)[C@H](C)[C@H]2[C@@H]1[C@H]2C,-390.8227844662272,-15.146979886976276,0.3774987012617475
C60529,CC[C+]1C[C@H](C)C2CC1C2,-390.82278185352993,-15.145340394634834,0.3775200920225079
C494,C[C@@H]1[CH+]C=CC(C)(C)CC1,-390.82277699495376,-15.14229159192789,0.377559870317082
C25708,C[C+]1C[C@@H](C)[C@@H]2C[C@@H](C)[C@H]12,-390.8227692147582,-15.137409445293338,0.3776235685900273
C19957,C[C+]1C[C@H](C)[C@H]2C[C@H](C)[C@@H]12,-390.8227682205487,-15.136785569404616,0.3776317084144976
C45061,C[C+]1CC[C@H]2[C@H](C)[C@@H]1[C@@H]2C,-390.8227529731628,-15.12721768988236,0.3777565423137917
C10848,C=C1[C@@H](C)CC[C+](C)[C@H]1C,-390.82274879010527,-15.12459278155402,0.3777907899797613
C4890,C=C1[C@@H](C)[C+](C)CC[C@H]1C,-390.8227485216686,-15.124424334987731,0.3777929877333642
C34092,C[C@H]1[CH+][C@H]2[C@@H](C)CC[C@H]2C1,-390.8227481012451,-15.124160515262778,0.3777964298382631
C101018,CC[C@@H]1C[C@H]2[CH+]C[C@H](C2)C1,-390.82274636093416,-15.123068453608967,0.3778106781692751
C71723,C/C=C1\[CH+]CC[C@]1(C)CC,-390.8227456455362,-15.122619534593076,0.3778165352989651
C90843,CC[C@H]1C[C@H]2[CH+][C@@H]1CCC2,-390.822743492642,-15.121268573040794,0.3778341615449871
C34830,C[C@@H]1[CH+][C@@H]2[C@H](C)CC[C@@H]2C1,-390.8227429550196,-15.120931209851786,0.3778385631851064
C27735,[CH2+]C(C)=C1[C@@H](C)CC[C@@H]1C,-390.8227367970859,-15.117067047965351,0.3778889796221722
C27225,[CH2+]C(C)=C1[C@H](C)CC[C@H]1C,-390.82273667546826,-15.116990731746206,0.3778899753340426
C24147,C[C+]1[C@@H](C)C[C@@H]2C[C@H]1[C@@H]2C,-390.8227341268741,-15.115391464685407,0.3779108412681033
C20493,C[C+]1[C@@H]2C[C@H](C[C@H]1C)[C@@H]2C,-390.8227340748275,-15.115358804966236,0.3779112673855189
C13451,C[C@H]1C[C+]2C[C@H]1C[C@H](C)C2,-390.82273163659295,-15.113828789616589,0.3779312297796556
C55688,C[C@H]1C[C+]2C[C@@H](C)[C@H](C2)C1,-390.8227282039175,-15.111674753166522,0.3779593338928667
C23545,CC[C+](C)[C@@H]1CC=C(C)C1,-390.82272732886406,-15.111125648816891,0.3779664981591938
C82285,C[C+]1C/C=C\CC[C@@H](C)C1,-390.8227231288164,-15.108490079003731,0.378000884927534
C12043,C/C=C1\[CH+]C[C@H](C(C)C)C1,-390.8227224342771,-15.108054249015574,0.3780065712822507
C4962,[CH2+]/C=C1/CC[C@@H](C)C[C@H]1C,-390.8227207223396,-15.106979991970787,0.3780205873132253
C48875,C/C=C1\[CH+]CC[C@@H]1C(C)C,-390.8227123013802,-15.101695759928102,0.378089531669091
C48776,C/C=C1\[CH+]CC[C@H]1C(C)C,-390.82271122442864,-15.101019962600452,0.3780983489222082
C73651,CCC[C+]1CC(C)=C(C)C1,-390.8227061898156,-15.09786069509835,0.3781395684714598
C109661,CCCCC[C@@H]1C=C[CH+]C1,-390.82269814866095,-15.092814794150762,0.3782054032773092
C2863,C[C+](C)[C@@H]1C=CC[C@H](C)C1,-390.82269806630086,-15.09276311241279,0.3782060775785332
C2872,C[C+](C)[C@H]1C=CC[C@@H](C)C1,-390.8226969157861,-15.09204115346047,0.3782154971109321
C52451,CC1=CC[C@](C)([C+](C)C)C1,-390.8226829834159,-15.083298458823784,0.3783295646699242
C54422,CC1=CC[C@@](C)([C+](C)C)C1,-390.8226825661078,-15.083036594017086,0.378332981268642
C30383,C[C+]1CCC[C@H]2[C@H]1C[C@H]2C,-390.82268159080775,-15.082424583967818,0.3783409662773035
C53440,[CH2+]/C=C1\CC[C@H](C)[C@H]1CC,-390.8226810698295,-15.08209766517732,0.3783452316474177
C44657,C[C+]1[C@H](C)C[C@H]2C[C@H](C)[C@@H]12,-390.82267968913993,-15.081231269347924,0.3783565356745497
C27674,C[C+]1[C@@H](C)C[C@@H]2C[C@@H](C)[C@H]12,-390.8226791186697,-15.080873293874076,0.3783612062469736
C36550,C[C+]1CCC[C@@H]2[C@H](C)C[C@H]12,-390.8226766234534,-15.079307521918825,0.3783816351641778
C35911,C[C+]1CCC[C@H]2[C@@H](C)C[C@@H]12,-390.8226761276136,-15.078996377734196,0.3783856947200824
C38048,C[C+]1C[C@@H](C)C[C@H]2CC[C@@H]12,-390.8226672292354,-15.07341256087154,0.3784585478146774
C52243,C[C+]1[C@@H](C)CCC12CCC2,-390.8226671649575,-15.073372225906306,0.3784590740724524
C35433,C[C+]1C[C@H](C)C[C@@H]2CC[C@H]12,-390.8226659187636,-15.07259022739294,0.3784692769521436
C95654,C/C=C\[CH+][C@H]1CCC[C@H]1C,-390.8226558895898,-15.06629682553351,0.3785513881338437
C97723,C[C@H]1[CH+]C[C@@H]2CCC[C@@H]2C1,-390.8226532992252,-15.064671347137336,0.3785725960520601
C12831,C[C+]1CC[C@@H](C)C[C@H]2C[C@@H]12,-390.8226507707311,-15.063084693090984,0.3785932974217811
C34729,C[C+]1CC[C@H](C)C[C@@H]2C[C@H]12,-390.8226503804491,-15.06283978741239,0.3785964927516081
C10119,C[CH+]C[C@H]1[C@H](C)C=C[C@@H]1C,-390.8226434420069,-15.058485849018146,0.3786532993936415
C104042,C/C=C\[C@H](C)[C+]1CCCC1,-390.82263566554366,-15.0536060444617,0.3787169671090591
C6771,C[C+]1[C@H](C)C=C[C@@H](C)[C@H]1C,-390.8226251766364,-15.047024155508597,0.3788028422353946
C100766,CCC[C@@]1(CC)[CH+]C=CC1,-390.82260807147713,-15.036290505574692,0.3789428861575394
C37323,C[C@@H]1[CH+][C@H]2CCC[C@@H]1[C@@H]2C,-390.8226063589112,-15.03521585416476,0.3789569073338692
C74042,CCC[C@]1(C)CC=C[CH+]C1,-390.82260344651263,-15.033388296411385,0.3789807518189516
C102160,C[C@@H]1CC[C@H]2C[CH+]CC[C@@H]12,-390.8226003269167,-15.031430720328574,0.379006292677301
C19471,C[C+]1[C@@H]2CC[C@H]1[C@@H](C)[C@H]2C,-390.8225988837755,-15.03052513553281,0.3790181080101481
C36551,C[C@H]1[CH+][C@@H]2CCC[C@@H]2[C@H]1C,-390.8225924646049,-15.02649704497943,0.3790706632549459
C36378,C[C@@H]1[CH+][C@H]2CCC[C@H]2[C@@H]1C,-390.8225913557535,-15.02580123019628,0.3790797416795189
C13595,C[C@H]1[CH+][C@H]2CC[C@H](C)[C@@H]1C2,-390.8225840884355,-15.021240919122455,0.379139240904192
C279,CC1=C(C)CC[C+](C)CC1,-390.82257358160666,-15.01464778419943,0.3792252627587835
C106587,CCCC[C@@H]1C=C[CH+]CC1,-390.82256666136914,-15.01030526941064,0.379281920354917
C20197,C[C+]1[C@@H]2CC[C@H]1[C@H](C)[C@@H]2C,-390.8225577559815,-15.004717054071085,0.3793548308372562
C91686,C[C@@]12C[CH+][C@@H](CCCC1)C2,-390.8225562216919,-15.003754272774517,0.3793673924234613
C93630,C[C@]12C[CH+][C@H](CCCC1)C2,-390.8225561410434,-15.00370366505378,0.3793680527117831
C19351,[CH2+]/C=C1/[C@@H](C)CCC1(C)C,-390.8225515631124,-15.000830969891274,0.379405533298551
C61156,C[C@@H]1[CH+]C2(CC2)C[C@H](C)C1,-390.8225495251416,-14.999552123834528,0.3794222186403229
C36036,C[C@H]1[CH+]C2(CC2)C[C@@H](C)C1,-390.8225477411271,-14.99843263778728,0.379436824782484
C35147,CC1(C)C[C@@H]2[CH+]CC[C@@H]2C1,-390.8225415122853,-14.99452398037618,0.3794878217609156
C83297,[CH2+]C1=C(C(C)C)CCCC1,-390.8225389303217,-14.992903773688925,0.3795089608981676
C33636,C[C+]1[C@H]2[C@H](C)C[C@H]2C[C@H]1C,-390.8225276418237,-14.985820133952409,0.3796013824600661
C30720,C[C+]1[C@@H](C)C[C@H]2C[C@H](C)[C@@H]12,-390.8225266160782,-14.98517646893048,0.379609780477029
C14195,C[C@H]1[CH+][C@H]2CC[C@@H](C)[C@@H]1C2,-390.8225138818988,-14.977185650351164,0.379714038169602
C72922,CCC[C@@]1(C)[CH+]C=C[C@H]1C,-390.8225117328435,-14.975837097757836,0.3797316329854895
C70458,CCC[C@@]1(C)C=C[CH+][C@H]1C,-390.8225117155095,-14.975826220506484,0.3797317749030059
C75409,CCC[C@]1(C)[CH+]C=C[C@@H]1C,-390.82251168818107,-14.975809071650792,0.3797319986473079
C14253,C[C@@H]1C[C@@H](C)[C@@H]2C[CH+][C@H]1C2,-390.82250892967954,-14.974078085739215,0.379754583141653
C13483,C[C@H]1CC[C@H]2[CH+][C@@H](C)[C@@H]1C2,-390.8225060125882,-14.972247583195369,0.379778466047963
C100909,C/C=C\[C@@H](C)[C+]1CCCC1,-390.822504868293,-14.971529527088284,0.379787834659216
C86824,CCC1(CC)[CH+]C=C[C@@H]1C,-390.82250140109534,-14.969353827628508,0.3798162214137339
C13188,C[C@H]1C[C@H](C)[C@@H]2[CH+]C[C@H]1C2,-390.8224980386245,-14.967243845218176,0.3798437507457151
C10278,C/C=C1/CCC[C+](C)CC1,-390.8224920000436,-14.96345457835963,0.3798931900134564
C93715,CC[C+]1CCC=C[C@@H]1CC,-390.8224817638454,-14.957031266749595,0.3799769961517754
C93697,CC[C+]1CCC=C[C@H]1CC,-390.8224800194352,-14.955936632769216,0.3799912780444092
C23762,C[C+]1C2CC(C2)[C@@H](C)[C@@H]1C,-390.82247745585687,-14.95432796301032,0.3800122666572165
C41456,C[C+]1C2CC(C2)[C@H](C)[C@H]1C,-390.8224759160595,-14.953361725525571,0.3800248733369499
C10329,C=C1CC[C@@H](C)[C+](C)[C@H]1C,-390.8224695062349,-14.949339499691288,0.3800773520636695
C3440,C[C+](C)[C@H]1C=CCC[C@@H]1C,-390.8224676299956,-14.948162141700182,0.3800927132718195
C98275,C[C@H]1CCC[C@H]2[CH+]C[C@@H]1C2,-390.8224666157155,-14.94752567130963,0.3801010174190918
C98856,CC[C@H]1C=C[CH+]C[C@H]1CC,-390.82246337325057,-14.94549099377302,0.3801275642344139
